student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
052130552379,18,male,private,no formal,0.9,75.7,yes,>60 min,no,group study,28.8,20.7,41.9,33.9,f
052130552380,17,male,private,post graduate,4.1,90.8,yes,<15 min,no,notes,72.7,80.8,84.4,66.9,d
052130552381,14,other,private,graduate,0.9,90.7,yes,<15 min,yes,notes,36.9,44.4,38.5,46.7,e
052130552382,19,male,private,post graduate,1.8,66.3,yes,<15 min,no,coaching,49.8,55.8,46.6,49.5,e
052130552383,15,female,private,diploma,4.1,86.2,yes,>60 min,no,online videos,73.7,50.1,54.2,59.6,d
052130552384,14,other,private,high school,3.5,94.3,yes,<15 min,yes,group study,66.6,65.5,60.5,59.9,d
052130552385,19,male,public,post graduate,0.9,91.2,yes,<15 min,no,textbook,40.5,38.9,30.6,37.5,f
052130552386,15,male,public,no formal,1.5,66.4,yes,>60 min,no,mixed,47.1,57.9,34.5,44.5,e
052130552387,17,female,private,diploma,4,87,yes,>60 min,no,notes,69.9,76.8,70.4,75.9,c
052130552388,16,male,public,no formal,7.8,86.9,no,30-60 min,no,group study,76,87.2,80.3,89.5,b
052130552389,18,other,public,diploma,4.1,62.1,yes,15-30 min,yes,group study,69.9,60.7,56,63.4,d
052130552390,14,male,public,phd,6.3,83.5,yes,30-60 min,no,online videos,78.3,77.4,61.9,79.3,c
052130552391,14,male,private,phd,3.8,54.4,no,>60 min,yes,coaching,66.4,64.6,80.3,59.8,d
052130552392,16,male,public,post graduate,1.9,63.7,yes,15-30 min,no,mixed,58.2,47,34.2,42.3,e
052130552393,16,male,private,graduate,0.7,51.4,yes,>60 min,no,coaching,47.1,21.2,43.5,33.1,f
052130552394,18,male,public,diploma,3.3,56.5,yes,15-30 min,no,group study,54.3,68.5,64.7,54.5,e
052130552395,17,female,private,post graduate,7.4,55.3,yes,30-60 min,no,coaching,78.9,65.8,77.9,76.9,c
052130552396,14,female,private,phd,2.9,97.3,no,30-60 min,yes,notes,53.7,61.9,54.6,64.1,d
052130552397,19,female,public,graduate,3.3,58.2,yes,15-30 min,yes,textbook,45.7,51.5,63.4,52.7,e
052130552398,16,male,private,no formal,5.7,53.6,yes,15-30 min,no,textbook,60.7,63.5,74.6,65.3,d
052130552399,19,male,private,post graduate,6,87.5,yes,>60 min,yes,group study,77.5,74.8,82.5,73.8,c
052130552400,19,male,private,no formal,5.1,82.4,yes,15-30 min,yes,notes,72.5,66.5,84.7,75.7,c
052130552401,14,male,private,high school,3,81.8,yes,30-60 min,no,group study,55.7,55.1,59,54,e
052130552402,17,other,public,high school,7.6,94.6,yes,15-30 min,no,online videos,89.7,89.6,99.4,93,b
052130552403,16,male,public,no formal,3.1,83.3,yes,30-60 min,no,online videos,41.4,63.7,58.6,49.1,e
052130552404,16,male,public,post graduate,2.7,83.4,yes,<15 min,yes,group study,53,44.5,40.8,47,e
052130552405,15,female,public,graduate,6.8,72.8,yes,30-60 min,no,mixed,79.7,92.6,76.3,77.1,c
052130552406,17,male,private,diploma,7.5,78.3,yes,30-60 min,no,online videos,75,85.2,68.5,82.1,c
052130552407,16,female,private,diploma,7.7,88.3,yes,<15 min,yes,online videos,93.7,86.8,100,90.2,b
052130552408,15,female,private,graduate,4.5,68,yes,<15 min,yes,notes,54.3,74.3,63.8,59.3,d
052130552409,15,other,public,graduate,7,51.8,yes,<15 min,no,textbook,78.7,87.7,57.3,70,c
052130552410,14,male,private,high school,1.9,71.3,yes,<15 min,yes,mixed,52.9,33.2,14.4,37.4,f
052130552411,19,male,private,diploma,7.2,68.8,yes,15-30 min,yes,coaching,76.9,84.2,83.3,82.1,c
052130552412,18,other,private,post graduate,6.2,59.1,yes,30-60 min,no,notes,72.1,76.9,67.7,69.5,d
052130552413,16,female,public,graduate,3.5,85.4,no,15-30 min,yes,notes,72.2,68.5,62.2,67.2,d
052130552414,16,male,public,post graduate,2.3,90.2,yes,>60 min,no,mixed,46.5,44.5,51.1,48,e
052130552415,14,female,private,graduate,6.2,57.9,yes,15-30 min,no,group study,63,67.3,81.3,71.5,c
052130552416,15,female,private,diploma,3.7,74.1,no,15-30 min,no,coaching,55.1,69.3,66.5,54.2,e
052130552417,19,other,public,post graduate,7.8,66.3,no,<15 min,yes,notes,99.2,100,100,92.8,b
052130552418,14,other,private,high school,6.9,78.4,yes,<15 min,no,mixed,65.4,76.2,81.1,80.5,c
052130552419,14,female,private,graduate,6.4,54.7,yes,>60 min,no,notes,70.2,70.8,90.3,73.1,c
052130552420,19,male,public,graduate,3,96.7,yes,30-60 min,no,coaching,82.5,66.7,68.1,72.4,c
052130552421,17,other,private,high school,5.8,53.2,no,>60 min,no,mixed,82.7,88.8,76.6,73.4,c
052130552422,14,male,private,high school,6.2,91.1,yes,<15 min,yes,mixed,65.3,75.4,83.5,78.6,c
052130552423,16,other,public,no formal,3.6,59.7,yes,<15 min,no,group study,35,54.2,58.3,50.6,e
052130552424,18,female,public,no formal,1.2,88.5,yes,15-30 min,no,coaching,58.5,59,36.6,47.5,e
052130552425,16,female,private,no formal,6,64.1,yes,<15 min,yes,notes,61.1,60.5,88.3,80,c
052130552426,16,other,public,graduate,2.7,89.5,yes,15-30 min,no,online videos,46.1,54.2,60,53.8,e
052130552427,17,female,public,no formal,1.5,95.8,yes,>60 min,yes,online videos,66.8,42,44.5,58.5,d
052130552428,17,female,public,graduate,0.8,96.8,yes,>60 min,yes,coaching,50.2,53.3,38.9,37.3,f
052130552429,19,male,public,no formal,3,93.2,yes,15-30 min,no,group study,44.7,38,53.2,55.2,d
052130552430,15,female,private,post graduate,4.3,71.3,yes,>60 min,no,mixed,65.2,42,81.7,62.5,d
052130552431,15,male,public,post graduate,0.8,71.4,yes,<15 min,yes,online videos,56.1,62.2,48.7,44.6,e
052130552432,14,male,private,high school,4.7,97.6,yes,15-30 min,yes,mixed,80.2,77.8,80.4,84,c
052130552433,17,male,public,post graduate,7.2,94.6,yes,>60 min,yes,mixed,95.1,87.1,95.1,100,a
052130552434,17,female,public,high school,5,74.2,yes,>60 min,yes,textbook,82.7,51.2,75.5,66,d
052130552435,16,other,public,graduate,4.4,69.9,no,30-60 min,yes,online videos,66.2,71.8,71.1,67.9,d
052130552436,18,male,private,graduate,2.2,54.7,yes,15-30 min,yes,mixed,8,34.5,32.6,31.2,f
052130552437,16,male,private,diploma,3.8,68.1,yes,15-30 min,no,mixed,64.1,68.6,69.5,62.7,d
052130552438,15,female,private,post graduate,5,73.6,yes,15-30 min,yes,textbook,79.2,71.9,74.8,73.7,c
052130552439,17,male,public,phd,7,91.5,yes,>60 min,no,group study,100,100,100,92.4,b
052130552440,16,male,public,diploma,7.1,66.2,yes,15-30 min,no,group study,86.1,80.3,76.8,79.1,c
052130552441,16,female,public,high school,3.9,65.1,yes,15-30 min,no,textbook,60.4,54.1,46.6,56.4,d
052130552442,16,female,public,diploma,1.9,51.3,yes,30-60 min,yes,group study,33,29.7,38.2,41.4,e
052130552443,19,male,public,graduate,5.8,52,yes,30-60 min,no,online videos,92.5,62.4,76.7,76.9,c
052130552444,15,male,public,no formal,7.6,90.4,yes,15-30 min,yes,coaching,98.7,100,100,100,a
052130552445,15,male,public,phd,7.7,58.2,yes,<15 min,no,mixed,95.3,72.4,89.6,87.1,b
052130552446,17,other,public,diploma,8,98.3,yes,>60 min,no,online videos,100,88.5,100,100,a
052130552447,14,female,public,phd,2.4,53,yes,>60 min,yes,coaching,51.2,45.1,39.3,45.2,e
052130552448,14,other,private,phd,6.8,90.3,no,>60 min,yes,notes,78,97.7,67.5,81.8,c
052130552449,17,male,public,no formal,0.9,55.8,yes,<15 min,no,group study,48.8,24.1,15.5,34.6,f
052130552450,17,other,private,no formal,0.6,81.7,yes,15-30 min,no,notes,35.2,32.4,41.4,34.2,f
052130552451,17,male,private,high school,5.6,87.8,yes,15-30 min,no,online videos,85.8,86.9,59.5,82.9,c
052130552452,14,other,public,graduate,1.4,61.3,yes,<15 min,no,notes,49.5,43.8,44.2,41.4,e
052130552453,19,other,public,diploma,3.4,78,yes,30-60 min,yes,mixed,47.6,61.9,53.2,48.5,e
052130552454,16,female,private,no formal,0.6,89,yes,30-60 min,no,coaching,59.6,54.3,55.1,49,e
052130552455,14,other,public,graduate,1.2,58.5,yes,30-60 min,yes,mixed,33.4,53.9,34.5,30,f
052130552456,15,other,public,high school,2.1,76.1,yes,<15 min,no,notes,41.1,50.8,44.1,44.9,e
052130552457,15,other,private,phd,4.7,76.6,yes,15-30 min,no,notes,65.8,64.4,47.2,60.3,d
052130552458,16,male,public,post graduate,3,88.4,yes,15-30 min,no,coaching,52.4,49.7,55.8,62.3,d
052130552459,16,male,private,phd,4.7,68.1,no,<15 min,no,mixed,65,67.1,76.9,63.3,d
052130552460,16,other,public,graduate,5.4,82.3,no,15-30 min,yes,notes,82.8,76.6,89.9,85,b
052130552461,16,other,public,post graduate,0.5,97.5,yes,<15 min,no,textbook,46.6,37.5,28.2,39.3,f
052130552462,19,female,public,no formal,6.9,85.4,yes,>60 min,no,notes,87,82.6,70.1,79.4,c
052130552463,19,male,private,post graduate,0.9,50.9,yes,15-30 min,no,notes,21.3,33,47.4,27.3,f
052130552464,16,female,public,diploma,7,57.5,no,30-60 min,no,mixed,77,86.8,73.1,85,c
052130552465,19,female,private,no formal,7.8,69.9,yes,<15 min,no,textbook,98.3,74,84.3,84.4,c
052130552466,18,female,public,no formal,7.3,70.2,yes,30-60 min,yes,coaching,99.6,72.5,85,83.1,c
052130552467,18,female,public,high school,4.6,66.5,yes,15-30 min,no,mixed,97.9,60.1,81.8,71.9,c
052130552468,15,other,public,diploma,6.3,72.2,no,30-60 min,no,textbook,68.9,78.5,82.4,72.8,c
052130552469,16,female,private,high school,1.8,97.2,yes,>60 min,yes,notes,56.5,60.5,68.3,62.3,d
052130552470,16,other,public,post graduate,7.5,90.2,yes,15-30 min,yes,group study,87.9,100,99.2,98.1,a
052130552471,14,male,private,diploma,0.7,56.9,no,15-30 min,yes,coaching,31,21.4,38.1,32.8,f
052130552472,14,other,private,high school,4.6,72.2,yes,15-30 min,yes,notes,59.3,68,100,74.5,c
052130552473,17,other,private,post graduate,4,84.1,no,<15 min,no,textbook,68.4,85.5,100,72.8,c
052130552474,16,female,public,diploma,6.5,58.2,no,<15 min,yes,online videos,68.8,64.4,73.9,67.7,d
052130552475,18,female,public,post graduate,6.1,52.5,yes,>60 min,no,coaching,45.6,78.4,58.3,62.2,d
052130552476,18,female,public,graduate,3,97.9,yes,<15 min,yes,coaching,69.9,75.2,68.9,68.6,d
052130552477,14,female,private,post graduate,1.7,89.2,yes,<15 min,yes,online videos,58.5,43,56.3,47.7,e
052130552478,19,other,public,phd,6.5,94.3,yes,<15 min,yes,textbook,93.5,100,80.3,89.9,b
052130552479,16,male,private,no formal,7.8,89.1,yes,15-30 min,no,online videos,100,100,100,100,a
052130552480,17,female,private,no formal,1.2,84,yes,>60 min,yes,coaching,40.5,37.6,50.4,48.6,e
052130552481,19,other,public,post graduate,6,88.3,yes,>60 min,no,mixed,76.9,93.1,77.2,92.6,b
052130552482,17,female,public,graduate,4.4,76.3,yes,>60 min,no,coaching,81.2,71,74.3,70.4,c
052130552483,14,female,public,high school,2.8,62.9,yes,>60 min,no,notes,60.1,49.7,51.9,57.1,d
052130552484,15,female,private,no formal,0.6,54.7,yes,30-60 min,no,mixed,15.5,12,27.9,17.1,f
052130552485,16,female,public,phd,5.9,79.9,yes,15-30 min,no,coaching,80.7,62.4,79.3,81.1,c
052130552486,14,female,public,no formal,1.5,61,yes,<15 min,yes,coaching,17.2,29,13.2,27.8,f
052130552487,15,other,public,diploma,6.9,91.2,yes,15-30 min,no,group study,100,95.4,95.3,100,a
052130552488,18,other,public,high school,2.5,76.8,yes,30-60 min,no,group study,52,43.9,51,49.2,e
052130552489,14,other,private,diploma,4.9,99.8,yes,30-60 min,no,coaching,79.7,84.5,56.8,77,c
052130552490,15,female,private,post graduate,2.6,69.3,yes,15-30 min,no,group study,47.7,81.4,58.6,52.3,e
052130552491,17,other,private,graduate,5.8,71,yes,15-30 min,yes,coaching,85.1,76.8,73,81,c
052130552492,14,other,private,no formal,1.4,63.5,yes,>60 min,yes,group study,31.5,32.1,36,28.4,f
052130552493,15,male,public,no formal,3.1,64.3,yes,>60 min,no,mixed,54.9,62.6,70.7,52.1,e
052130552494,19,other,private,phd,4.3,73.9,yes,30-60 min,yes,group study,71.6,76.4,83.9,72.1,c
052130552495,17,other,private,high school,4.9,53.2,yes,15-30 min,yes,online videos,62.9,64.3,62.4,63.8,d
052130552496,19,female,public,diploma,4.8,91.7,no,15-30 min,yes,notes,65.7,72.7,78.4,68.5,d
052130552497,16,other,private,post graduate,1.1,54.9,yes,30-60 min,no,online videos,28.1,30.4,32.7,27.2,f
052130552498,17,male,public,phd,0.8,95.3,yes,15-30 min,yes,coaching,21.8,31.3,37.2,36.5,f
052130552499,15,other,public,high school,2.3,70,yes,>60 min,yes,mixed,43.6,50.8,74.7,43.3,e
052130552500,16,female,private,high school,0.8,73,yes,30-60 min,yes,group study,35.2,38.6,46.9,37.3,f
052130552501,15,other,private,diploma,2.2,98.2,yes,<15 min,yes,textbook,73.8,57.4,52.4,57.7,d
052130552502,18,female,public,diploma,0.9,87,yes,>60 min,no,textbook,31.9,40.2,45.3,42.8,e
052130552503,15,female,private,post graduate,4.5,63.9,yes,15-30 min,no,notes,56.2,75.4,74.9,69.3,d
052130552504,15,female,private,post graduate,1.3,65.3,yes,15-30 min,yes,mixed,21.8,27.2,33.2,28.5,f
052130552505,16,female,private,high school,3.6,57.5,no,15-30 min,no,notes,55,66.5,52.6,52.4,e
052130552506,16,other,private,diploma,6.3,81.9,yes,>60 min,yes,group study,73.2,67.7,79.4,75.7,c
052130552507,15,other,public,post graduate,6.3,83,yes,15-30 min,yes,notes,58.7,78.4,74.3,76.1,c
052130552508,16,male,public,graduate,4.7,94.5,yes,30-60 min,yes,textbook,65,99.9,81.3,78.1,c
052130552509,15,female,public,graduate,0.7,64.2,yes,30-60 min,yes,mixed,33.7,21.4,41.8,22.5,f
052130552510,19,male,private,post graduate,4.5,53.4,yes,<15 min,yes,textbook,72.1,39.6,56.8,52.4,e
052130552511,17,male,public,graduate,2.4,61,yes,30-60 min,no,group study,57.8,59.6,54.2,52.4,e
052130552512,19,other,public,graduate,4.8,98.2,yes,<15 min,yes,mixed,80.6,71.4,96,82.3,c
052130552513,19,other,private,diploma,7.3,99.4,yes,>60 min,no,mixed,100,100,100,100,a
052130552514,17,other,public,phd,5,67.7,yes,<15 min,yes,mixed,55.8,61.4,61.3,63.6,d
052130552515,18,female,public,no formal,7.6,74.5,yes,15-30 min,no,textbook,100,97.1,87.5,98.9,a
052130552516,14,female,private,no formal,2.1,92.3,yes,<15 min,no,mixed,73.6,56,43,57.9,d
052130552517,19,other,private,post graduate,2.5,73.9,yes,15-30 min,no,notes,33.3,36.4,48.8,40.7,e
052130552518,16,male,public,graduate,1.6,97.9,no,15-30 min,yes,group study,59.2,52.6,82.6,54.4,e
052130552519,18,male,private,high school,1.1,91.9,yes,15-30 min,yes,mixed,31.6,33.2,34.9,36.2,f
052130552520,15,female,public,graduate,0.6,87.1,yes,<15 min,yes,mixed,45.2,38.7,13.8,39.6,f
052130552521,14,female,public,no formal,7.5,81.4,yes,30-60 min,no,mixed,81.1,88.4,97,84.2,c
052130552522,19,female,private,graduate,3.9,60.3,yes,15-30 min,no,mixed,38.1,43.2,49.2,45.6,e
052130552523,16,male,public,diploma,7.5,59.1,yes,15-30 min,yes,group study,93.7,100,89.7,91.4,b
052130552524,14,female,public,graduate,7,93.3,yes,15-30 min,no,textbook,84.4,99.8,85.9,98.2,a
052130552525,17,other,public,diploma,6.1,62,yes,>60 min,no,notes,68.1,77.4,82,68.4,d
052130552526,14,male,public,post graduate,7.4,62.2,yes,30-60 min,no,textbook,86.6,81.5,90,89,b
052130552527,16,female,public,no formal,2.5,92.3,no,>60 min,no,textbook,53.3,45.6,57.7,47.1,e
052130552528,18,male,public,phd,6.9,52.3,yes,15-30 min,yes,notes,87.5,81.4,85.9,85.4,b
052130552529,18,male,private,diploma,5.6,85.9,yes,>60 min,no,coaching,76.6,95.4,95.6,76.3,c
052130552530,16,female,public,high school,5,80.8,yes,15-30 min,no,mixed,85.1,80.2,78.6,76.2,c
052130552531,16,female,private,phd,5.1,51.9,no,30-60 min,yes,online videos,66.9,53.9,52.3,59.1,d
052130552532,19,female,public,no formal,7.3,59.1,no,<15 min,yes,group study,91.4,67,88.6,82.9,c
052130552533,15,male,private,graduate,7.5,65,yes,15-30 min,no,online videos,70,86.9,81.7,80.4,c
052130552534,14,female,private,no formal,1.8,61.4,no,30-60 min,yes,textbook,54,52.3,36.1,47.3,e
052130552535,14,male,private,phd,1.1,58.5,yes,15-30 min,yes,notes,51.3,48,27.4,36,f
052130552536,18,female,public,no formal,2.5,92.7,yes,>60 min,no,coaching,32,45.8,49.5,48.5,e
052130552537,16,other,public,high school,6.6,96.2,yes,30-60 min,yes,textbook,73.2,89.3,99.9,85.7,b
052130552538,14,female,private,graduate,1.2,58.8,no,30-60 min,no,coaching,43,32.7,19.8,24.8,f
052130552539,15,other,private,phd,5.5,78.9,yes,<15 min,no,mixed,72.6,59.1,79.3,68.4,d
052130552540,14,female,public,diploma,3.5,71.7,yes,30-60 min,yes,coaching,41.6,59.9,46.3,47.8,e
052130552541,18,other,public,high school,7.3,68.8,yes,<15 min,no,textbook,83,79.2,100,95.4,a
052130552542,16,other,public,diploma,6.7,97.7,yes,15-30 min,no,textbook,89.3,100,100,95.9,a
052130552543,14,other,private,phd,4.3,52.3,yes,<15 min,yes,group study,35.9,52.1,59.1,56.6,d
052130552544,15,female,private,phd,3.4,98.7,no,30-60 min,no,group study,73.2,67.4,64.2,69.9,d
052130552545,17,male,private,no formal,6.8,65.9,yes,30-60 min,no,coaching,93.7,92.7,78.9,84.8,c
052130552546,17,female,private,phd,2.3,78.5,yes,30-60 min,yes,mixed,64.8,64.6,62.1,51.1,e
052130552547,18,other,public,phd,4.6,96.6,yes,>60 min,no,textbook,62.9,84.5,72.4,81.3,c
052130552548,14,female,public,graduate,7.5,82.3,yes,15-30 min,no,group study,100,92.3,77.8,94.5,b
052130552549,14,other,private,high school,5,88.4,yes,30-60 min,yes,online videos,69,61.6,81,68.2,d
052130552550,14,other,public,diploma,7.5,54.8,yes,>60 min,yes,mixed,82.2,60.9,66.6,74.8,c
052130552551,16,other,public,post graduate,3.8,78.5,yes,30-60 min,yes,coaching,29.3,47.6,40.4,53.5,e
052130552552,18,female,private,high school,5.2,65.5,yes,<15 min,no,group study,61.4,67.8,54.2,61.7,d
052130552553,17,male,public,diploma,7.6,71,yes,>60 min,yes,online videos,69.1,84.6,78.3,80,c
052130552554,15,female,public,diploma,6,61.9,yes,15-30 min,yes,online videos,60.5,69.8,59.4,71.4,c
052130552555,17,female,private,no formal,7.3,80.8,yes,<15 min,yes,notes,100,82.4,73.7,84.7,c
052130552556,17,other,public,diploma,6.7,76.8,yes,>60 min,yes,online videos,100,98.1,89.6,86.7,b
052130552557,15,male,public,no formal,1.1,56.4,yes,15-30 min,no,textbook,42.7,47.8,35.9,40.7,e
052130552558,18,male,private,no formal,2.4,86.5,no,>60 min,yes,coaching,29.3,53.4,54.4,49.5,e
052130552559,16,male,public,diploma,6.1,64.2,no,15-30 min,yes,coaching,59.3,53.7,72.6,66.1,d
052130552560,14,female,private,post graduate,7.2,79.3,yes,<15 min,no,textbook,100,88.9,85.7,91.3,b
052130552561,16,male,private,phd,6.5,93.4,yes,30-60 min,no,coaching,83.5,100,84.2,85.5,b
052130552562,18,female,private,diploma,2.8,69.9,yes,15-30 min,yes,group study,35.8,51.9,56,47.4,e
052130552563,18,male,public,post graduate,5.2,82,yes,30-60 min,no,notes,85.6,65.3,96.6,84.2,c
052130552564,15,other,public,high school,5.5,93.1,yes,30-60 min,yes,group study,77.3,79.7,54.4,78.2,c
052130552565,18,female,public,graduate,3.8,81.1,yes,>60 min,no,textbook,48.5,67.8,45,59.4,d
052130552566,16,other,private,graduate,4.9,99.2,yes,30-60 min,yes,coaching,66.4,69.5,75.3,73,c
052130552567,16,female,private,high school,7.9,54.1,yes,30-60 min,yes,group study,76.2,93.8,90.7,90,b
052130552568,14,male,public,diploma,4.6,68.1,yes,>60 min,yes,notes,90.4,89.5,63.5,66,d
052130552569,19,male,private,post graduate,2,85.1,no,>60 min,yes,notes,34,27.2,38.8,42.3,e
052130552570,19,other,private,high school,4.3,74.4,yes,>60 min,yes,mixed,65,57.4,62.4,70.1,c
052130552571,15,female,private,graduate,1.8,62.9,yes,30-60 min,yes,textbook,43,39.5,61.9,46.4,e
052130552572,17,other,public,high school,5.7,66.7,yes,30-60 min,no,mixed,79.2,58.5,62.1,72.2,c
052130552573,18,other,public,graduate,7.3,86.2,yes,>60 min,yes,group study,66.3,90.1,85.1,85.8,b
052130552574,17,female,private,no formal,5.6,89.3,yes,30-60 min,no,notes,82.9,87,83.1,83.7,c
052130552575,15,female,private,diploma,7.1,81.7,yes,30-60 min,no,textbook,95.8,93.9,100,94.4,b
052130552576,19,male,private,graduate,6,94.4,yes,>60 min,yes,coaching,98.6,92.9,100,94.2,b
052130552577,15,male,public,post graduate,3.8,76.1,yes,>60 min,yes,online videos,60.5,59.9,59.3,59,d
052130552578,16,male,public,diploma,4.5,91.2,yes,30-60 min,no,notes,59.6,70.6,67.9,70.1,c
052130552579,16,male,public,no formal,4.5,55.4,yes,30-60 min,yes,coaching,56.8,49.9,48.6,57.8,d
052130552580,19,female,private,no formal,3.4,99.3,yes,<15 min,yes,group study,74.5,70.4,81.7,69.1,d
052130552581,17,other,public,graduate,1.2,93.7,yes,15-30 min,yes,notes,47.4,58.9,29.4,46.8,e
052130552582,18,female,private,post graduate,5.8,94.7,yes,30-60 min,yes,group study,87.7,93.1,78.7,88.5,b
052130552583,19,female,public,phd,0.9,94,yes,15-30 min,yes,notes,60.7,37.7,55.6,46.4,e
052130552584,19,other,public,post graduate,2,92.1,yes,30-60 min,no,coaching,69.8,62,51.9,61.7,d
052130552585,19,other,public,diploma,3.9,54.3,yes,15-30 min,yes,online videos,39.1,26.4,52.5,45.8,e
052130552586,19,male,public,diploma,7.9,95.5,no,>60 min,no,notes,96.3,77,100,99.4,a
052130552587,19,male,public,phd,2.8,58.4,yes,15-30 min,yes,mixed,39.9,34.2,48,35.9,f
052130552588,19,female,public,phd,6.5,93.4,no,15-30 min,no,group study,84.7,100,89.4,95.8,a
052130552589,17,male,public,diploma,3.6,77.9,yes,<15 min,no,online videos,64.6,72,60.9,64.5,d
052130552590,14,male,private,diploma,2.2,64.1,yes,<15 min,yes,coaching,55.3,21.5,40.8,51.1,e
052130552591,14,female,public,no formal,0.7,65.7,yes,30-60 min,no,textbook,25.6,62,38.1,36.3,f
052130552592,18,female,private,high school,1.2,63.5,yes,30-60 min,yes,notes,44.4,33.1,52.8,36.1,f
052130552593,15,male,public,graduate,3.6,86.3,yes,30-60 min,no,online videos,76.7,69.2,69,68.4,d
052130552594,18,male,public,graduate,3.5,86.8,no,>60 min,no,group study,40.1,58.1,60.7,60.5,d
052130552595,19,other,private,graduate,5.2,71.4,yes,30-60 min,yes,mixed,71.4,73.5,68.3,66.6,d
052130552596,17,female,public,high school,1,71.4,yes,<15 min,no,mixed,60.5,35.8,44.6,45.5,e
052130552597,18,female,private,high school,2.6,60.7,no,30-60 min,yes,textbook,39.6,23.9,46,39.6,f
052130552598,15,male,private,diploma,0.7,69.9,yes,<15 min,yes,mixed,13.8,49.5,11.9,26.8,f
052130552599,16,male,public,phd,7,83.1,yes,<15 min,no,textbook,94,89.9,89.5,87.9,b
052130552600,19,female,public,phd,3.5,81.3,yes,<15 min,yes,textbook,46.5,44.3,59,51.9,e
052130552601,18,male,private,no formal,4.9,56.5,yes,>60 min,yes,group study,66,61.9,70.9,60.4,d
052130552602,15,male,public,diploma,5.8,86.6,yes,<15 min,no,online videos,93,100,100,86.3,b
052130552603,19,other,public,graduate,2.5,99.5,yes,>60 min,yes,group study,44.9,69.4,49.4,56.7,d
052130552604,16,other,public,high school,1.5,90.5,no,30-60 min,yes,coaching,46.8,53.9,35.6,44.5,e
052130552605,19,female,public,diploma,4.9,50.4,yes,15-30 min,no,coaching,47,46.5,53.2,56.9,d
052130552606,17,male,private,no formal,7.3,91.1,yes,<15 min,no,online videos,83.1,88.8,100,95.9,a
052130552607,17,male,private,diploma,7.2,51.5,yes,15-30 min,no,group study,95.1,89.8,73.8,87.6,b
052130552608,14,female,private,phd,2.8,56.7,yes,>60 min,yes,notes,40.6,45.5,42,39.6,f
052130552609,16,other,private,phd,2.5,62.1,yes,15-30 min,no,group study,21.9,66,50.2,47.4,e
052130552610,18,female,private,no formal,3.2,74.6,yes,<15 min,yes,textbook,64.5,52.5,52.6,58,d
052130552611,19,female,private,graduate,2.3,92.2,yes,>60 min,yes,mixed,46.4,61.7,65.9,58.1,d
052130552612,14,male,public,phd,7.7,90.7,yes,<15 min,yes,textbook,100,100,86.9,100,a
052130552613,14,male,public,post graduate,0.8,68.6,yes,15-30 min,no,textbook,25.8,32,43.9,30,f
052130552614,18,male,private,no formal,1.9,73.7,yes,15-30 min,no,textbook,47.1,48.6,43.9,37.5,f
052130552615,16,female,public,diploma,0.7,58.5,yes,15-30 min,yes,online videos,33.5,56,26.3,28.4,f
052130552616,19,male,public,post graduate,6.9,97.6,yes,15-30 min,no,textbook,100,100,87.3,100,a
052130552617,14,male,public,phd,4,63.7,yes,15-30 min,yes,mixed,62.2,37.8,56.4,56.5,d
052130552618,16,female,private,high school,2.2,60.2,yes,>60 min,no,mixed,40.5,50.1,47.7,41.6,e
052130552619,14,female,public,high school,3.5,99.4,yes,<15 min,yes,group study,72.9,75.2,59.1,64.3,d
052130552620,18,other,public,high school,1.3,60.6,yes,30-60 min,yes,notes,46.6,36.4,24.7,43.7,e
052130552621,19,female,private,phd,1.3,59.1,yes,30-60 min,yes,group study,43.4,36.1,25.8,34,f
052130552622,14,male,private,high school,7.6,99.1,yes,>60 min,yes,online videos,100,90.7,100,100,a
052130552623,15,other,public,diploma,5.7,53.8,yes,>60 min,no,mixed,78.6,83.1,72.1,67.7,d
052130552624,19,other,private,no formal,5.3,51.7,yes,15-30 min,no,notes,72.8,84.8,69.4,72.1,c
052130552625,14,other,private,phd,4,72.8,no,30-60 min,yes,mixed,76.3,57.7,86.1,60.4,d
052130552626,19,other,private,no formal,4.2,64.8,yes,<15 min,no,online videos,42.8,55.8,59.4,49.8,e
052130552627,19,female,public,graduate,6.3,93.5,yes,>60 min,no,coaching,84.3,76.5,100,84.9,c
052130552628,14,other,public,no formal,0.9,86.7,yes,>60 min,no,online videos,44.2,21.8,42.8,38.9,f
052130552629,14,other,public,diploma,5.5,77,yes,>60 min,no,coaching,78.6,89,90.9,81.4,c
052130552630,18,female,private,graduate,4.6,50.5,yes,30-60 min,no,notes,72.8,50.5,66.3,63.9,d
052130552631,14,other,public,post graduate,2.8,63.3,yes,>60 min,no,group study,56,44.4,48,55.7,d
052130552632,17,other,private,graduate,2.1,94.5,yes,30-60 min,yes,notes,32.5,47.3,47.8,49,e
052130552633,14,other,public,diploma,7,62.4,yes,<15 min,yes,coaching,72.7,80.7,86.8,85.5,b
052130552634,17,female,public,high school,7.5,51.4,yes,15-30 min,yes,coaching,89.2,58.2,79.4,80.1,c
052130552635,16,female,private,post graduate,1.2,61.6,yes,<15 min,no,notes,16.8,23.1,19.8,26.4,f
052130552636,18,other,public,post graduate,1.8,87.8,yes,<15 min,yes,online videos,50.9,45.9,47.9,50.4,e
